Track name,Artist name,Album,Playlist name,Type,ISRC,Tidal - id
"Soundcheck","billy woods","Maps","Favorites tracks","Favorite","QM4TX2339891","281881544"
"Laugh Up","Jimi Prasad Orchestra","Laugh Up","Favorites tracks","Favorite","IL6721700602","293084072"
"Now Will Always Be","Wiegedood","There's Always Blood At The End Of The Road","Favorites tracks","Favorite","GBDHC2120905","197902298"
"Raphael, Archangel of Tiphareth","John Bence","Archangels","Favorites tracks","Favorite","USTJ22357509","279323958"
"U Care","Niecy Blues","Exit Simulation","Favorites tracks","Favorite","USNCB2324003","315930509"
"Basic Trouble","Static Cleaner Lost Reward","Breathing Under Honey","Favorites tracks","Favorite","UKWZ62000256","331854892"
"Fire/Flames","Similou","Similou/The Thugs","Favorites tracks","Favorite","IT0501602967","282258799"
"Strange Love","EABS","In Search of a Better Tomorrow","Favorites tracks","Favorite","PLU242300025","283454898"
"Džamahirija","Lenhart Tapes","Dens","Favorites tracks","Favorite","DETP62300053","313618561"
"To Be Cruel","Khanate","To Be Cruel","Favorites tracks","Favorite","US5NR2332103","282520175"
"Cinderella (Cinderella) سندريلا","Baskot","Baskot Lel Baltageyya","Favorites tracks","Favorite","USUYG1484287","290681880"
"Bell بل","SANAM","Aykathani Malakon صنم - أيقظني ملاكٌ","Favorites tracks","Favorite","GBNQA2300021","294236944"
"Tutte le cose dentro","Samuele Strufaldi","Davorio","Favorites tracks","Favorite","QM4TW2364998","274716478"
"Signal","The Necks","Travel","Favorites tracks","Favorite","USWEX2200115","261785121"
"Night Screaming Moves","JeGong","The Complex Inbetween","Favorites tracks","Favorite","QM6MZ2272632","280097225"
"Fate's Tangled Thread","Tomb Mold","The Enduring Spirit","Favorites tracks","Favorite","USJE72320004","316283560"
"ECHOES: To gather it all. Once.","Fire! Orchestra","Echoes","Favorites tracks","Favorite","NOFGR2331030","273422101"
"Lëk Ndau Mbay","Ndox Electrique","Tëd ak Mame Coumba Lamba ak Mame Coumba Mbang","Favorites tracks","Favorite","CHA832398902","310935354"
"Tarot Will Teach You","GOAT","Levitation Sessions","Favorites tracks","Favorite","QMFMG2326573","334049725"
"I (One Last Taste of Heaven)","Portrayal of Guilt","Devil Music","Favorites tracks","Favorite","QMCE72325006","273225411"
"Feel Loop (Lizard Dream)","Gaz Coombes","Turn The Car Around","Favorites tracks","Favorite","GB2DY2200436","270121205"
"Experimental & Professional","Chris Forsyth","Evolution Here We Come","Favorites tracks","Favorite","USLKU2282001","230551097"
"End of Sky","Hang Massive","Luminous Emptiness","Favorites tracks","Favorite","UKB4X1800001","330659766"
"Blue Moon","Jean du Voyage","Mantra","Favorites tracks","Favorite","FR92U1600510","64845917"
"Bebe","Hermeto Pascoal","The Monash Sessions","Favorites tracks","Favorite","AUHF01316501","22026030"
"Rainfall on Red Earth","Auntie Flo","The Soniferous Garden","Favorites tracks","Favorite","FR10S1723120","283671580"
"Vow a Vow","Coh","DAIS223","Favorites tracks","Favorite","QZJCP2300091","331443216"
"Crucify Your Mind","Rodriguez","Cold Fact","Favorites tracks","Favorite","USUM71810947","93384710"
"Long Distance Runners","She's Analog","What I Bring, What I Leave","Favorites tracks","Favorite","ITM692090953","348027584"
"See Birds (Moon)","Balam Acab","See Birds","Favorites tracks","Favorite","GBCW31200001","374042492"
"Take A Shine","Kind Beast","Dirty Realism","Favorites tracks","Favorite","USA2B2319299","320743067"
"In the Room","Tara Clerkin Trio","Tara Clerkin Trio","Favorites tracks","Favorite","GBQLP2000060","129736836"
"I Care For You","Uffe","No!","Favorites tracks","Favorite","DKQD91600304","184850801"
"Idag","Daniel Ögren","Fastingen -92","Favorites tracks","Favorite","SE43Y2000403","136473953"
"Easy Tiger","Geju","Easy Tiger","Favorites tracks","Favorite","US83Z2101484","169006587"
"Mumma Don't Tell","Leifur James","Mumma Don't Tell","Favorites tracks","Favorite","GB5EM1801802","381702412"
"Hideaway","Moonchild","Nova - Haute musique II","Favorites tracks","Favorite","GBEUE1700026","81443771"
"Brazillia","Febueder","Lilac Lane","Favorites tracks","Favorite","GBJGV1120602","245662694"
"I Can Show You High","Uffe","Radio Days","Favorites tracks","Favorite","DKQD91400605","184760968"
"The Magnificent Moon","Mildlife","Phase","Favorites tracks","Favorite","AUVJL1700003","280654556"
"Image Pad","Buttering Trio","Jam","Favorites tracks","Favorite","IL1462100021","134162078"
"Brilhantina","Renata Rosa","Zunido da Mata","Favorites tracks","Favorite","BRE3N0500007","81083699"
"Lero-Lero","Luísa Maita","Lero-Lero","Favorites tracks","Favorite","BRLKT0800001","20124807"
"Tuareg","Gal Costa","Gal Costa","Favorites tracks","Favorite","BRPGD6900002","7603249"
"Piazzolla: Le grand Tango","Mischa Maisky","20th Century Classics","Favorites tracks","Favorite","DEN961601400","117216949"
"I've Seen That Face Before (Libertango)","Grace Jones","Nightclubbing","Favorites tracks","Favorite","USIR28100272","182437203"
"Nebula","FEN","The Dead Light","Favorites tracks","Favorite","DES561927704","175551765"
"A felicidade","Tom Zé","Estudando o samba","Favorites tracks","Favorite","BRWMB9802543","77491549"
"Forro Brasil","Fabiano Do Nascimento","Dança do Tempo","Favorites tracks","Favorite","US2S71521001","43579666"
"Pocket Full Of Change","Rain Tree Crow","Rain Tree Crow","Favorites tracks","Favorite","GBAAA0300415","3235262"
"Simply Are","Arto Lindsay","Encyclopedia of Arto","Favorites tracks","Favorite","ITC491300116","28146779"
"Danada","Banda Eddie","Metropolitano","Favorites tracks","Favorite","US7VG1539501","54587720"
"Ridiculously Deep","Arto Lindsay","Encyclopedia of Arto","Favorites tracks","Favorite","ITC491300118","28146784"
"The Empty Boat","Teho Teardo","Spring","Favorites tracks","Favorite","QMDA71495864","27210553"
"Augusta, Angélica e Consolação","Tom Zé","Dois Momentos - Vol.1","Favorites tracks","Favorite","BRWMB9802555","45610429"
"A felicidade","Tom Zé","Estudando o samba","Favorites tracks","Favorite","BRWMB9802543","77491549"
"Forro Brasil","Fabiano Do Nascimento","Dança do Tempo","Favorites tracks","Favorite","US2S71521001","43579666"
"Pocket Full Of Change","Rain Tree Crow","Rain Tree Crow","Favorites tracks","Favorite","GBAAA0300415","3235262"
"Simply Are","Arto Lindsay","Encyclopedia of Arto","Favorites tracks","Favorite","ITC491300116","28146779"
"Danada","Banda Eddie","Metropolitano","Favorites tracks","Favorite","US7VG1539501","54587720"
"Ridiculously Deep","Arto Lindsay","Encyclopedia of Arto","Favorites tracks","Favorite","ITC491300118","28146784"
"The Empty Boat","Teho Teardo","Spring","Favorites tracks","Favorite","QMDA71495864","27210553"
"Augusta, Angélica e Consolação","Tom Zé","Dois Momentos - Vol.1","Favorites tracks","Favorite","BRWMB9802555","45610429"
"Flor de Plástico","Russo Passapusso","Paraíso da Miragem","Favorites tracks","Favorite","BRQZS1300002","421655962"
"Samba Noir","Toco","Outro Lugar","Favorites tracks","Favorite","ITO0P0601318","17426901"
"Keep Watching Me","C'Mon Tigre","Habitat","Favorites tracks","Favorite","DGA0H2308224","321908917"
"Au devant du gouffre","Wÿntër Ärvń","Au devant du gouffre","Favorites tracks","Favorite","ESA012178531","175700075"
"Miracle","BAMBARA","Stray","Favorites tracks","Favorite","QM3862009804","125139700"
"The Watershed","Mark Hollis","Mark Hollis","Favorites tracks","Favorite","GBAKW9700229","630510"
"Abu Ali","Ziad Al Rahbani","Abu Ali","Favorites tracks","Favorite","AEAB29600145","3820673"
"Kites","Kirk Barley","Marionette","Favorites tracks","Favorite","GXAAR2300207","309508546"
"Skogen mumlar","Helga","Wrapped in Mist","Favorites tracks","Favorite","SEXCG2301901","313523480"
"Analysis Paralysis","Niecy Blues","Exit Simulation","Favorites tracks","Favorite","USNCB2324012","315930521"
"Cossacks Are","Scott Walker","The Drift","Favorites tracks","Favorite","GBAFL0501112","2209154"
"After The Dance","An Alien Called Harmony","After The Dance","Favorites tracks","Favorite","GBLFP2089509","144488024"
"Alright Alright","GHOSTWOMAN","Hindsight is 50/50","Favorites tracks","Favorite","GBJXP2350802","397604252"
"Bonehead","GHOSTWOMAN","Hindsight is 50/50","Favorites tracks","Favorite","GBJXP2350801","397604251"
"Did You Know","Alabaster DePlume","Come With Fierce Grace","Favorites tracks","Favorite","QM84B2370007","297808225"
"The Silver Threshold","hackedepicciotto","The Silver Threshold","Favorites tracks","Favorite","GBR8R2100039","204277963"
"Gwendolyn","Jeff Tweedy","Love Is The King","Favorites tracks","Favorite","QMKRW2000005","297928463"
"Be Good To Me Poly","Youandewan","There Is No Right Time","Favorites tracks","Favorite","GBJPB1600642","184826357"
"Graablick Blev Hun Vaer","Ulver","Bergtatt","Favorites tracks","Favorite","NOFVH9505030","103468336"
"Tu Parlavi Una Lingua Meravigliosa","Lucio Dalla","duvudubà","Favorites tracks","Favorite","ITB001700911","96405678"
"Found, Oval And Final","Altar of Plagues","Teethed Glory & Injury","Favorites tracks","Favorite","GBADD1341808","269068841"
"My Kantele (Acoustic Reprise)","Amorphis","Elegy (Live)","Favorites tracks","Favorite","US2640463511","5526431"
"L'échappée","Les Discrets","Septembre et ses dernières pensées","Favorites tracks","Favorite","DES560910302","175547761"
"In Circuits","Purelink","Signs","Favorites tracks","Favorite","QMDA62370692","311040944"
"what if i should fall asleep and slipp under","aya","im hole","Favorites tracks","Favorite","GBLZC2100065","191939526"
"Me And You","Real Estate Agents","Elements Of Urban, Vol. 1","Favorites tracks","Favorite","USLZJ2072950","161066112"
"Moanin'","Charles Mingus","Blues & Roots","Favorites tracks","Favorite","USAT20001825","285042"
"Toast","Blawan","Toast","Favorites tracks","Favorite","GBBKS2300027","285779725"
"Moanin'","Jana Rush","Painful Enlightenment","Favorites tracks","Favorite","USA2B2101490","183043568"
"Short Leg","Simo Cell","YES.DJ","Favorites tracks","Favorite","FRX282118493","189439042"
"Anti War Dub","Mala","Anti War Dub","Favorites tracks","Favorite","UKHAU2000357","186985973"
"Meh","Chunky","Meh","Favorites tracks","Favorite","UKXN22130607","182909618"
"High Touch","Spencer Zahn","Statues II","Favorites tracks","Favorite","QMB622317912","313877941"
"Data Driven","Pidgins","Refrains of the Day, Volume 1","Favorites tracks","Favorite","QZXP82300001","309663461"
"Construction shack","Frank Bretschneider","Rhythm","Favorites tracks","Favorite","DEAS90700176","11537877"
"Dieu et mon droit","Gazelle Twin","Pastoral","Favorites tracks","Favorite","GBX5N1800022","246058139"
"Baaba Mansour","Superless","Superless","Favorites tracks","Favorite","NOGJF2302020","318341652"
"Child Is The Father Of His Dream","Badge Époque Ensemble","Air, Light & Harmony","Favorites tracks","Favorite","USA2B2318209","309787952"
"Wall Of Eyes","The Smile","Wall Of Eyes","Favorites tracks","Favorite","GBBKS2300198","321123792"
"Kite Beach","The Leaf Library","Melody Tomb","Favorites tracks","Favorite","DECY52200309","219282497"
"Jagd","Dornenreich","In Luft geritzt","Favorites tracks","Favorite","DES560809703","175554151"
"The Tide","Neurosis","A Sun That Never Sets","Favorites tracks","Favorite","US2640149602","5538500"
"We’re Dumb","Salami Rose Joe Louis","Chapters of Zdenka","Favorites tracks","Favorite","GBCFB2000610","162235310"
"Akousmatikous","Salami Rose Joe Louis","Akousmatikous / Propaganda","Favorites tracks","Favorite","GBCFB2200166","274304647"
"Addendum","Nate Wood","Addendum","Favorites tracks","Favorite","QMK772200010","256796382"
"Sherée","Cummi Flu","Z","Favorites tracks","Favorite","DEX181400059","39015790"
"Away from Keyboard","Simo Cell","Gliding EP","Favorites tracks","Favorite","GBRYX1600191","79595881"
"Nerves","Nick León","Split","Favorites tracks","Favorite","USYBL2202140","270402622"
"Lian","Polygonia","Candid","Favorites tracks","Favorite","DEZD92000169","314597172"
"Honsu","Polygonia","Candid","Favorites tracks","Favorite","DEZD92000168","314597171"
"fix","Speakers Corner Quartet","Further Out Than The Edge (Deluxe)","Favorites tracks","Favorite","GB5P59700087","322507519"
"Custard Last Stand / AMO1 Ambient Version (Ricardo Villalobos Maste","A Mountain Of One","Ricardo Villalobos reimagines: Stars Planets Dust Me","Favorites tracks","Favorite","UK9AV2301673","323901482"
"Karainagar","Speakers Corner Quartet","Further Out Than The Edge (Deluxe)","Favorites tracks","Favorite","GB5P59700096","322507537"
"Round Again","Speakers Corner Quartet","Further Out Than The Edge (Deluxe)","Favorites tracks","Favorite","GB5P59700093","322507531"
"In CD","Art Feynman","Be Good The Crazy Boys","Favorites tracks","Favorite","US78L2325202","300770547"
"Stolen Moments","Oliver Nelson","The Blues And The Abstract Truth","Favorites tracks","Favorite","USMC16151944","188224043"
"Penetralia","HYPOCRISY","10 Years of Chaos and Confusion","Favorites tracks","Favorite","DED830159801","102970974"
"Heavy Duty Dub","Harry Mudie","Harry Mudie Meet King Tubby In Dub Confrence Volume One","Favorites tracks","Favorite","JMJ901500023","257995624"
"Uchu Tanjyo","Susumu Yokota","Oto No Wa: Selected Sounds of Japan 1988-2018","Favorites tracks","Favorite","JPB531600458","129051578"
"Orange Evening","DWIG","Big Tales","Favorites tracks","Favorite","DEH741409475","173774487"
"Ramming the Town Roaming the Mountain","Scattered Purgatory","Lost Ethnography of the Miscanthus Ocean","Favorites tracks","Favorite","TCAEG1957533","112321174"
"The Gods Must Be Crazy","Armand Hammer","The God's Must Be Crazy","Favorites tracks","Favorite","USFP13782408","300823614"
"Tell Me","Rahill","Flowers At Your Feet","Favorites tracks","Favorite","GBCFB2200860","278322856"
"Red Sex","Vessel","Punish, Honey","Favorites tracks","Favorite","GBCW31400146","33396907"
"Ghaltet Meen","El Kontessa","Nos Habet Caramel","Favorites tracks","Favorite","QZNWT2307784","304337321"
"Plastik","Zohar","Zhr001","Favorites tracks","Favorite","QZES81957660","108828672"
"Circuitous","Afrikan Sciences","Circuitous","Favorites tracks","Favorite","DEX260992498","133099689"
"Honey","Oliver Coates","skins n slime","Favorites tracks","Favorite","US6PQ2000147","172968520"
"What's Even in a Word?","Sydney Lowell","WORD","Favorites tracks","Favorite","QZTBA2376909","324007569"
"Anchor","Forest Drive West","Recursion EP","Favorites tracks","Favorite","DEU672101314","210144100"
"恢复","2814","新しい日の誕生","Favorites tracks","Favorite","USA2P1501865","50270325"
"Lightscape","Saeed Mirzazadeh","Lightscape","Favorites tracks","Favorite","USMH92357004","310248193"
"What It Is","Derek Bailey","Mirakle","Favorites tracks","Favorite","USCRW0060302","318556871"
"What Is It (And It Was)","Thick Paint","TP TWO","Favorites tracks","Favorite","USJZA2303702","319163663"
"I Don't Want Nobody","Eddie Harris","I Need Some Money","Favorites tracks","Favorite","USAT20104175","210042"
"Moments","Robohands","Palms","Favorites tracks","Favorite","USGC62001154","309016700"
"Pash Rash","Surprise Chef","Friendship EP","Favorites tracks","Favorite","QZ2L62200033","278822125"
"Whispers In The Echo Chamber","Chelsea Wolfe","Whispers In The Echo Chamber","Favorites tracks","Favorite","USC4R2337028","322259238"
"By The Time I Get To Phoenix","Dorothy Ashby","Dorothy's Harp","Favorites tracks","Favorite","USUM71705118","130194822"
"Breeze","Soul Media","WaJazz: Japanese Jazz Spectacle Vol.I - Deep, Heavy and Beautiful Jazz from Japan 1968-1984 - The Nippon Columbia masters - Selected by Yusuke Ogawa (Universounds)","Favorites tracks","Favorite","JPCO07479840","215435885"
"La révolte du cœur","Tour-Maubourg","Paradis artificiels","Favorites tracks","Favorite","FRX282099184","153133761"
"Black Dog","Gazelle Twin","A Door Opens","Favorites tracks","Favorite","UKFGV2300118","411873579"
"Cosset","Marina Herlop","Nekkuja","Favorites tracks","Favorite","QMB622314102","317105226"
"Fearless Talisman","New Age Doom","There Is No End","Favorites tracks","Favorite","CA0WS2317605","309546130"
"El Benson","Pachyman","The Return of…","Favorites tracks","Favorite","USATO2100124","182357626"
"Malizia","Salò","Salò","Favorites tracks","Favorite","DEG932301942","293971364"
"Hana","Asa-Chang & Junray","Lost for Words","Favorites tracks","Favorite","GBCKB0200010","110712332"
"Cosset","Marina Herlop","Nekkuja","Favorites tracks","Favorite","QMB622314102","317105226"
"Fearless Talisman","New Age Doom","There Is No End","Favorites tracks","Favorite","CA0WS2317605","309546130"
